0,1.26872,1.275,1630670708667,1630670707825,17,1630670707842,825
1,1.26872,1.275,1630670708765,1630670707827,19,1630670707846,919
2,1.26872,1.275,1630670708864,1630670708071,19,1630670708090,774
3,1.26872,1.275,1630670708963,1630670708071,20,1630670708091,872
4,1.26872,1.275,1630670709085,1630670708101,19,1630670708120,965
5,1.26872,1.275,1630670709384,1630670708716,16,1630670708732,652
6,1.26872,1.275,1630670709583,1630670708922,18,1630670708940,643
7,1.26872,1.275,1630670709731,1630670709544,18,1630670709562,169
8,1.26872,1.275,1630670709879,1630670709753,18,1630670709771,108
9,1.26872,1.275,1630670712132,1630670712470,13,1630670712483,-351
10,1.26872,1.275,1630670712222,1630670712472,12,1630670712484,-262
11,1.26872,1.275,1630670712517,1630670712830,13,1630670712843,-326
12,1.26872,1.275,1630670713817,1630670714135,15,1630670714150,-333
13,1.26872,1.275,1630670713915,1630670714200,10,1630670714210,-295
14,1.26872,1.275,1630670714047,1630670714363,10,1630670714373,-326
15,1.26872,1.275,1630670714231,1630670714546,10,1630670714556,-325
16,1.26872,1.275,1630670714884,1630670715167,10,1630670715177,-293
17,1.26872,1.275,1630670715035,1630670715359,9,1630670715368,-333
18,1.26872,1.275,1630670716337,1630670716655,9,1630670716664,-327
19,1.26872,1.275,1630670718954,1630670719267,7,1630670719274,-320
20,1.26872,1.275,1630670719605,1630670719930,6,1630670719936,-331
21,1.26872,1.275,1630670719824,1630670720152,7,1630670720159,-335
22,1.26872,1.275,1630670720471,1630670720808,9,1630670720817,-346
23,1.26872,1.275,1630670720564,1630670720810,9,1630670720819,-255
24,1.26872,1.275,1630670720673,1630670720963,7,1630670720970,-297
25,1.26872,1.275,1630670720839,1630670721164,7,1630670721171,-332
26,1.26872,1.275,1630670721458,1630670721773,5,1630670721778,-320
27,1.26872,1.275,1630670721756,1630670722055,4,1630670722059,-303
28,1.26872,1.275,1630670721879,1630670722209,5,1630670722214,-335
29,1.26872,1.275,1630670722281,1630670722606,6,1630670722612,-331
30,1.26872,1.275,1630670722475,1630670722789,4,1630670722793,-318
31,1.26872,1.275,1630670722575,1630670722805,7,1630670722812,-237
32,1.26872,1.275,1630670723793,1630670724109,5,1630670724114,-321
33,1.26872,1.275,1630670724910,1630670725216,7,1630670725223,-313
34,1.26872,1.275,1630670725013,1630670725219,5,1630670725224,-211
35,1.26872,1.275,1630670725360,1630670725679,7,1630670725686,-326
36,1.26872,1.275,1630670725460,1630670725681,8,1630670725689,-229
37,1.26872,1.275,1630670725993,1630670726311,4,1630670726315,-322
38,1.26872,1.275,1630670726135,1630670726457,3,1630670726460,-325
39,1.26872,1.275,1630670726233,1630670726520,3,1630670726523,-290
40,1.26872,1.275,1630670726863,1630670727191,2,1630670727193,-330
41,1.26872,1.275,1630670727212,1630670727542,1,1630670727543,-331
42,1.26872,1.275,1630670727801,1630670728121,1,1630670728122,-321
43,1.26872,1.275,1630670727999,1630670728326,2,1630670728328,-329
44,1.26872,1.275,1630670729119,1630670729446,2,1630670729448,-329
45,1.26872,1.275,1630670729562,1630670729882,1,1630670729883,-321
46,1.26872,1.275,1630670730149,1630670730458,5,1630670730463,-314
47,1.26872,1.275,1630670730302,1630670730635,2,1630670730637,-335
48,1.26872,1.275,1630670730941,1630670731275,2,1630670731277,-336
49,1.26872,1.275,1630670731070,1630670731407,2,1630670731409,-339
50,1.26872,1.275,1630670731766,1630670732061,24,1630670732085,-319
51,1.26872,1.275,1630670731866,1630670732183,4,1630670732187,-321
52,1.26872,1.275,1630670732457,1630670732777,2,1630670732779,-322
53,1.26872,1.275,1630670732650,1630670732972,2,1630670732974,-324
54,1.26872,1.275,1630670737538,1630670737849,1,1630670737850,-312
55,1.26872,1.275,1630670737931,1630670738260,5,1630670738265,-334
56,1.26872,1.275,1630670739778,1630670740120,3,1630670740123,-345
57,1.26872,1.275,1630670739992,1630670740311,2,1630670740313,-321
58,1.26872,1.275,1630670744368,1630670744699,4,1630670744703,-335
