b,
1.20269,1630501503129,1630501502492,1630501502477
1.20281,1630501542662,1630501542993,1630501542986
1.2052,1630501570462,1630501570813,1630501570814
1.20281,1630501579541,1630501579904,1630501579910
1.20269,1630501642483,1630501642857,1630501642864
1.20281,1630501659898,1630501660230,1630501660231
1.20269,1630501704159,1630501704511,1630501704507
1.2012,1630501710252,1630501710600,1630501710596
1.19436,1630501710546,1630501710603,1630501710603
1.19437,1630501726349,1630501726504,1630501726498
1.19438,1630501732786,1630501732741,1630501732731
1.19439,1630501740333,1630501740466,1630501740457
1.1944,1630501771809,1630501772151,1630501772138
1.19499,1630501777751,1630501778086,1630501778071
1.195,1630501778165,1630501778398,1630501778381
s,
1.20866,1630501498459,1630501498799,1630501498784
1.2027,1630501503562,1630501502494,1630501502479
1.20866,1630501510703,1630501507400,1630501507385
1.20865,1630501512652,1630501509799,1630501509784
1.2086,1630501522401,1630501522554,1630501522538
1.20859,1630501530164,1630501530496,1630501530486
1.208,1630501531282,1630501531567,1630501531556
1.2078,1630501540192,1630501540430,1630501540422
1.20776,1630501543778,1630501544101,1630501544096
1.20775,1630501544496,1630501544793,1630501544784
1.2076,1630501548004,1630501548291,1630501548287
1.207,1630501557648,1630501557551,1630501557544
1.20699,1630501558532,1630501558844,1630501558840
1.2069,1630501571661,1630501572062,1630501572063
1.2065,1630501573573,1630501573942,1630501573943
1.2052,1630501579632,1630501579904,1630501579911
1.20649,1630501582021,1630501582398,1630501582403
1.20588,1630501606281,1630501606652,1630501606662
1.2058,1630501612222,1630501612569,1630501612580
1.20579,1630501614157,1630501614524,1630501614532
1.2058,1630501642984,1630501643294,1630501643300
1.20579,1630501670394,1630501670768,1630501670768
1.20281,1630501704306,1630501704511,1630501704508
1.2028,1630501719887,1630501720074,1630501720068
1.20281,1630501722593,1630501722850,1630501722843
1.204,1630501722723,1630501722850,1630501722843
1.20578,1630501737832,1630501736211,1630501736202
1.20499,1630501743615,1630501743661,1630501743649
1.2049,1630501757901,1630501758235,1630501758221
1.204,1630501763437,1630501763779,1630501763765
1.20399,1630501769460,1630501769814,1630501769801
1.2039,1630501780574,1630501780908,1630501780892
