b,
1.19149,1630502370416,1630502370770,1630502370778
1.19149,1630502370500,1630502370953,1630502370959
1.19149,1630502372728,1630502373068,1630502373132
1.19149,1630502372869,1630502373230,1630502373238
1.19149,1630502373018,1630502373436,1630502373444
1.19149,1630502373164,1630502373602,1630502373610
1.19149,1630502375031,1630502374880,1630502374904
1.19149,1630502375217,1630502374883,1630502374904
1.19149,1630502375419,1630502374885,1630502374904
1.19149,1630502375640,1630502374896,1630502374904
1.19149,1630502375902,1630502375079,1630502375088
1.19149,1630502376289,1630502375079,1630502375089
1.19149,1630502376574,1630502375082,1630502375091
1.19149,1630502377020,1630502375377,1630502375385
1.19149,1630502377409,1630502375997,1630502376006
1.19149,1630502377825,1630502376171,1630502376179
1.19149,1630502378218,1630502376773,1630502376783
1.19149,1630502378540,1630502377039,1630502377046
1.19149,1630502378971,1630502377697,1630502377703
1.19149,1630502379424,1630502377714,1630502377723
1.19149,1630502379789,1630502377934,1630502377945
1.19149,1630502380141,1630502378135,1630502378139
1.18701,1630502380723,1630502378308,1630502378311
1.18701,1630502381172,1630502378441,1630502378446
1.18701,1630502381706,1630502379512,1630502379518
1.18701,1630502382243,1630502379672,1630502379674
1.18701,1630502382711,1630502381538,1630502381544
1.18701,1630502383276,1630502381550,1630502381553
1.18701,1630502383764,1630502381707,1630502381714
1.18701,1630502384366,1630502381999,1630502382003
1.18701,1630502384959,1630502382199,1630502382203
1.18709,1630502385460,1630502383211,1630502383218
1.18709,1630502386001,1630502383841,1630502383849
1.18709,1630502386645,1630502383843,1630502383851
1.18709,1630502387145,1630502383849,1630502383857
1.18709,1630502387781,1630502383866,1630502383872
1.18709,1630502388378,1630502384064,1630502384085
1.18709,1630502388983,1630502384067,1630502384085
1.18709,1630502389585,1630502384070,1630502384086
1.19163,1630502390282,1630502384279,1630502384282
1.19163,1630502391215,1630502384853,1630502384859
1.19163,1630502391903,1630502384989,1630502384995
1.19163,1630502392590,1630502385061,1630502385069
1.19163,1630502393419,1630502385670,1630502385676
1.18709,1630502394201,1630502385681,1630502385688
1.18709,1630502394957,1630502385928,1630502385935
1.18709,1630502395795,1630502386082,1630502386090
1.18709,1630502396886,1630502386746,1630502386750
1.18709,1630502397659,1630502388331,1630502388334
1.18709,1630502398888,1630502388336,1630502388340
1.18709,1630502400206,1630502388548,1630502388552
1.18709,1630502402776,1630502388751,1630502388754
1.18709,1630502403448,1630502390260,1630502390267
1.18709,1630502404273,1630502390270,1630502390276
1.18709,1630502405084,1630502390496,1630502390506
1.18709,1630502405894,1630502390949,1630502390951
1.18709,1630502406850,1630502390965,1630502390968
1.18709,1630502407489,1630502392092,1630502392096
1.18709,1630502408155,1630502392139,1630502392146
1.18709,1630502408903,1630502392496,1630502392503
1.18709,1630502409648,1630502392508,1630502392515
1.18709,1630502410281,1630502392764,1630502392771
1.18709,1630502411067,1630502392925,1630502392929
1.18709,1630502411839,1630502394816,1630502394822
1.18709,1630502412449,1630502395216,1630502395218
1.18709,1630502413098,1630502395224,1630502395227
1.18709,1630502413760,1630502395816,1630502395823
1.18709,1630502414475,1630502396251,1630502396257
1.18709,1630502415276,1630502397070,1630502397078
1.18709,1630502416051,1630502397120,1630502397128
1.18709,1630502416659,1630502397277,1630502397280
1.18709,1630502417346,1630502397371,1630502397379
1.18709,1630502418142,1630502397511,1630502397529
1.18709,1630502419545,1630502397626,1630502397630
1.18709,1630502420781,1630502397670,1630502397673
1.18709,1630502422682,1630502397907,1630502397917
1.18709,1630502425634,1630502398059,1630502398065
1.18709,1630502426529,1630502398496,1630502398503
1.18709,1630502427255,1630502398637,1630502398641
1.18709,1630502428945,1630502398856,1630502398866
1.18709,1630502429692,1630502399201,1630502399209
1.18709,1630502430545,1630502399236,1630502399243
1.18709,1630502431437,1630502399236,1630502399261
1.18709,1630502432184,1630502399433,1630502399440
1.18709,1630502432891,1630502399840,1630502399847
1.18709,1630502433726,1630502399858,1630502399865
1.18709,1630502434459,1630502400568,1630502400575
1.18709,1630502435245,1630502401061,1630502401068
1.18709,1630502436539,1630502401714,1630502401737
1.18709,1630502437448,1630502402152,1630502402157
1.18709,1630502438343,1630502403823,1630502403830
1.18709,1630502439184,1630502403835,1630502403844
1.18709,1630502440096,1630502403838,1630502403846
1.18709,1630502440859,1630502404102,1630502404113
1.18709,1630502441704,1630502404108,1630502404117
1.18709,1630502442537,1630502404407,1630502404415
1.18709,1630502443339,1630502406165,1630502406174
1.18709,1630502444218,1630502406176,1630502406185
1.18709,1630502445051,1630502406638,1630502406646
1.18709,1630502445917,1630502407440,1630502407465
1.18709,1630502446815,1630502409735,1630502409744
1.18709,1630502447745,1630502410182,1630502410191
1.18709,1630502448597,1630502413179,1630502413191
1.18709,1630502449449,1630502414824,1630502414849
1.18709,1630502450303,1630502415463,1630502415477
1.18709,1630502451192,1630502417914,1630502417930
1.18709,1630502452029,1630502418911,1630502418923
1.18709,1630502452916,1630502419143,1630502419158
1.18709,1630502453788,1630502419843,1630502419859
1.18709,1630502454641,1630502420119,1630502420140
1.18709,1630502455655,1630502421662,1630502421708
1.18709,1630502456525,1630502421939,1630502421960
1.18709,1630502457469,1630502423268,1630502423287
1.18709,1630502459680,1630502459729,1630502459748
1.18709,1630502460195,1630502459948,1630502459968
1.18709,1630502461474,1630502460577,1630502460600
1.18709,1630502462406,1630502460815,1630502460840
1.18709,1630502463587,1630502460828,1630502460851
1.18709,1630502464491,1630502461436,1630502461457
1.18709,1630502465414,1630502461664,1630502461686
1.18709,1630502466193,1630502461750,1630502461772
1.18709,1630502467115,1630502462313,1630502462335
1.18709,1630502467971,1630502462567,1630502462591
1.18709,1630502468774,1630502462987,1630502463010
1.18709,1630502469723,1630502463257,1630502463281
1.18709,1630502470501,1630502463509,1630502463533
1.18709,1630502471346,1630502463603,1630502463626
1.18709,1630502472258,1630502463716,1630502463739
1.18709,1630502473095,1630502464126,1630502464150
1.18709,1630502474049,1630502464330,1630502464356
1.18709,1630502474850,1630502464974,1630502465000
1.18709,1630502475794,1630502464988,1630502465017
1.18709,1630502476637,1630502465250,1630502465275
1.18709,1630502477465,1630502465446,1630502465470
1.18709,1630502478353,1630502466097,1630502466136
1.18709,1630502479309,1630502466480,1630502466505
1.18709,1630502480797,1630502467084,1630502467110
1.18709,1630502481725,1630502467732,1630502467759
1.18709,1630502482694,1630502468316,1630502468343
1.18709,1630502483477,1630502468494,1630502468521
1.18709,1630502484329,1630502468662,1630502468690
1.18709,1630502485314,1630502469351,1630502469382
1.18709,1630502486274,1630502469613,1630502469652
1.18709,1630502487213,1630502471555,1630502471585
1.18709,1630502488093,1630502471993,1630502472023
1.18709,1630502489099,1630502472545,1630502472577
1.18709,1630502489984,1630502472676,1630502472704
1.18709,1630502490841,1630502472895,1630502472928
1.18709,1630502491699,1630502473162,1630502473191
1.18709,1630502492664,1630502473505,1630502473535
1.18709,1630502493536,1630502473902,1630502473934
1.18709,1630502494429,1630502474293,1630502474325
1.18709,1630502495352,1630502474582,1630502474613
1.18709,1630502496324,1630502474640,1630502474672
1.18709,1630502497336,1630502475032,1630502475061
1.18709,1630502498308,1630502475614,1630502475648
1.18709,1630502499329,1630502475632,1630502475664
1.18709,1630502500155,1630502475766,1630502475797
1.18709,1630502501085,1630502475858,1630502475892
1.18709,1630502501946,1630502476065,1630502476096
1.18709,1630502502872,1630502476632,1630502476664
1.18709,1630502503697,1630502477137,1630502477170
1.18709,1630502504593,1630502477327,1630502477360
1.18709,1630502505475,1630502477769,1630502477802
1.18709,1630502506254,1630502478183,1630502478217
1.18709,1630502507096,1630502478766,1630502478798
1.18709,1630502508048,1630502479153,1630502479191
1.18709,1630502508932,1630502479740,1630502479773
1.18709,1630502509916,1630502480107,1630502480139
1.18709,1630502510920,1630502480717,1630502480754
1.18709,1630502511788,1630502480744,1630502480779
1.18709,1630502512685,1630502480931,1630502480967
1.18709,1630502513560,1630502481184,1630502481222
1.18709,1630502514460,1630502481920,1630502481955
1.18709,1630502515406,1630502482379,1630502482416
1.18709,1630502516411,1630502483042,1630502483080
1.18709,1630502517804,1630502483044,1630502483082
1.18709,1630502519791,1630502483058,1630502483092
1.18709,1630502520422,1630502483299,1630502483335
1.18709,1630502521824,1630502483512,1630502483546
1.18709,1630502522333,1630502484149,1630502484186
1.18709,1630502522806,1630502484177,1630502484211
1.18709,1630502523325,1630502484429,1630502484464
1.18709,1630502523863,1630502484445,1630502484482
1.18709,1630502524376,1630502484449,1630502484487
1.18709,1630502524931,1630502484697,1630502484733
1.18709,1630502525449,1630502484936,1630502484975
1.18709,1630502525950,1630502485307,1630502485343
1.18709,1630502526404,1630502485483,1630502485516
1.18709,1630502526913,1630502485717,1630502485751
1.18709,1630502527429,1630502486352,1630502486388
1.18709,1630502527921,1630502486530,1630502486564
1.18709,1630502528483,1630502487139,1630502487174
