b,
1.26026,1630570991433,1630570990888,17,1630570990905,17
1.26026,1630570996587,1630570996073,20,1630570996093,20
1.26026,1630570997290,1630570996644,13,1630570996657,13
1.26026,1630570998992,1630570998478,13,1630570998491,13
1.26026,1630571004047,1630571003561,16,1630571003577,16
1.26026,1630571004895,1630571004446,17,1630571004463,17
1.26026,1630571005557,1630571004577,16,1630571004593,16
1.26026,1630571006831,1630571006234,17,1630571006251,17
1.25816,1630571008481,1630571007880,16,1630571007896,16
1.25816,1630571009146,1630571007880,18,1630571007898,18
1.25816,1630571009833,1630571009026,20,1630571009046,20
1.25816,1630571010453,1630571009273,22,1630571009295,22
1.25816,1630571012203,1630571011656,20,1630571011676,20
1.25816,1630571012901,1630571011909,20,1630571011929,20
1.25816,1630571018011,1630571017484,18,1630571017502,18
1.25816,1630571018809,1630571018045,21,1630571018066,21
1.25816,1630571027785,1630571026552,22,1630571026574,22
1.25816,1630571028465,1630571027282,19,1630571027301,19
1.25816,1630571029183,1630571028381,17,1630571028398,17
1.25482,1630571033488,1630571032822,17,1630571032839,17
1.25482,1630571039396,1630571038777,18,1630571038795,18
1.25482,1630571040581,1630571039988,22,1630571040010,22
1.25482,1630571041485,1630571040587,23,1630571040610,23
1.25483,1630571042253,1630571041094,24,1630571041118,24
1.25483,1630571043031,1630571041808,21,1630571041829,21
1.25483,1630571043879,1630571043114,20,1630571043134,20
1.25483,1630571044666,1630571043620,20,1630571043640,20
1.25483,1630571045970,1630571045473,21,1630571045494,21
1.25483,1630571047575,1630571047000,19,1630571047019,19
1.25483,1630571048552,1630571048051,48,1630571048099,48
1.25483,1630571049744,1630571049189,20,1630571049209,20
1.25483,1630571050894,1630571050380,25,1630571050405,25
1.25483,1630571051687,1630571050384,23,1630571050407,23
1.25483,1630571052392,1630571050384,23,1630571050407,23
1.25483,1630571053255,1630571050384,23,1630571050407,23
1.25483,1630571054031,1630571050384,24,1630571050408,24
1.25483,1630571054793,1630571050384,24,1630571050408,24
1.25483,1630571055542,1630571050384,24,1630571050408,24
1.25483,1630571056330,1630571050384,25,1630571050409,25
1.25483,1630571057581,1630571050384,25,1630571050409,25
1.25483,1630571058400,1630571050384,25,1630571050409,25
1.25483,1630571059232,1630571051003,22,1630571051025,22
1.25483,1630571060084,1630571051012,24,1630571051036,24
1.25483,1630571060898,1630571053383,23,1630571053406,23
1.25483,1630571061618,1630571053797,22,1630571053819,22
1.25483,1630571062399,1630571053988,111,1630571054099,111
1.25483,1630571063238,1630571061495,21,1630571061516,21
1.25483,1630571063932,1630571061499,23,1630571061522,23
1.25483,1630571064621,1630571062134,25,1630571062159,25
1.25483,1630571065341,1630571062750,23,1630571062773,23
1.25483,1630571066189,1630571062926,23,1630571062949,23
1.25483,1630571066955,1630571064429,17,1630571064446,17
1.25483,1630571067623,1630571066200,19,1630571066219,19
1.25483,1630571068370,1630571067798,23,1630571067821,23
1.25483,1630571082753,1630571081900,23,1630571081923,23
1.25483,1630571083536,1630571082081,22,1630571082103,22
1.25483,1630571084301,1630571082268,22,1630571082290,22
1.25483,1630571085125,1630571083659,22,1630571083681,22
1.25483,1630571085945,1630571084203,19,1630571084222,19
1.25483,1630571087850,1630571087201,21,1630571087222,21
1.25483,1630571089716,1630571089021,24,1630571089045,24
1.25483,1630571090363,1630571089620,20,1630571089640,20
1.25483,1630571097259,1630571095836,21,1630571095857,21
1.25483,1630571098057,1630571096493,25,1630571096518,25
1.25483,1630571098855,1630571096705,26,1630571096731,26
1.25483,1630571099705,1630571097654,24,1630571097678,24
1.25483,1630571101759,1630571101113,27,1630571101140,27
1.25483,1630571102661,1630571101285,41,1630571101326,41
1.25483,1630571103557,1630571101478,21,1630571101499,21
1.25483,1630571104311,1630571103107,26,1630571103133,26
1.25483,1630571104996,1630571103375,28,1630571103403,28
1.25483,1630571105799,1630571103397,29,1630571103426,29
1.25483,1630571106483,1630571105397,23,1630571105420,23
1.25483,1630571107332,1630571105809,26,1630571105835,26
1.25483,1630571108017,1630571105980,23,1630571106003,23
1.25483,1630571108798,1630571106118,26,1630571106144,26
1.25483,1630571110197,1630571109650,26,1630571109676,26
1.25483,1630571110979,1630571109653,25,1630571109678,25
1.25483,1630571111614,1630571109894,25,1630571109919,25
1.25483,1630571112305,1630571109896,26,1630571109922,26
1.25483,1630571113083,1630571112223,22,1630571112245,22
1.25483,1630571114232,1630571112428,19,1630571112447,19
1.25483,1630571117039,1630571116372,32,1630571116404,32
1.25483,1630571117843,1630571116582,12,1630571116594,12
1.25483,1630571124533,1630571123663,6,1630571123669,6
1.25483,1630571125320,1630571124692,11,1630571124703,11
1.25483,1630571126151,1630571125437,7,1630571125444,7
1.2549,1630571127399,1630571126770,10,1630571126780,10
1.2549,1630571128037,1630571127303,12,1630571127315,12
1.2549,1630571128720,1630571127867,9,1630571127876,9
1.2549,1630571129534,1630571128900,10,1630571128910,10
1.2549,1630571131764,1630571131108,5,1630571131113,5
1.2549,1630571132387,1630571131187,9,1630571131196,9
1.2549,1630571133207,1630571131381,10,1630571131391,10
1.2549,1630571134052,1630571131391,10,1630571131401,10
1.25491,1630571138599,1630571137942,7,1630571137949,7
1.25491,1630571140482,1630571139878,5,1630571139883,5
1.25491,1630571141200,1630571140108,3,1630571140111,3
1.25491,1630571145684,1630571144469,2,1630571144471,2
1.25491,1630571146569,1630571144594,3,1630571144597,3
1.25491,1630571147188,1630571144642,1,1630571144643,1
1.25491,1630571147806,1630571146959,-2,1630571146957,-2
1.25491,1630571148759,1630571148351,-1,1630571148350,-1
1.25491,1630571149521,1630571148510,-1,1630571148509,-1
1.25491,1630571150288,1630571148678,2,1630571148680,2
1.25491,1630571151056,1630571148770,-1,1630571148769,-1
1.25491,1630571151760,1630571148877,-1,1630571148876,-1
1.25491,1630571152542,1630571150537,-2,1630571150535,-2
1.25491,1630571153328,1630571150717,-1,1630571150716,-1
1.25493,1630571156495,1630571155899,-4,1630571155895,-4
1.25493,1630571159537,1630571159060,-5,1630571159055,-5
1.25493,1630571160384,1630571159165,-5,1630571159160,-5
1.25493,1630571161120,1630571159241,-2,1630571159239,-2
1.25493,1630571162022,1630571161097,7,1630571161104,7
1.25493,1630571162698,1630571161292,-2,1630571161290,-2
1.25494,1630571163436,1630571161489,-6,1630571161483,-6
1.25494,1630571164134,1630571161637,-7,1630571161630,-7
1.25494,1630571164873,1630571163490,-2,1630571163488,-2
1.25494,1630571165705,1630571163556,-2,1630571163554,-2
1.25494,1630571166540,1630571163748,-2,1630571163746,-2
1.25494,1630571167224,1630571164545,0,1630571164545,0
1.25494,1630571167889,1630571165867,-1,1630571165866,-1
1.25494,1630571169128,1630571166065,-1,1630571166064,-1
1.25495,1630571169879,1630571166549,-4,1630571166545,-4
1.25495,1630571170679,1630571168298,-2,1630571168296,-2
1.25495,1630571171500,1630571171087,-1,1630571171086,-1
1.25495,1630571172346,1630571171631,-4,1630571171627,-4
1.25495,1630571174364,1630571173711,1,1630571173712,1
1.25495,1630571175100,1630571173715,0,1630571173715,0
1.25495,1630571175794,1630571173715,0,1630571173715,0
1.25495,1630571176536,1630571173715,1,1630571173716,1
1.25495,1630571177480,1630571173715,1,1630571173716,1
1.25495,1630571178218,1630571173715,1,1630571173716,1
1.25495,1630571178866,1630571173715,1,1630571173716,1
1.25495,1630571179631,1630571174812,-2,1630571174810,-2
1.25495,1630571180422,1630571174815,-4,1630571174811,-4
1.25495,1630571181180,1630571176724,-3,1630571176721,-3
1.25495,1630571181810,1630571176910,-4,1630571176906,-4
1.25495,1630571182760,1630571177127,-5,1630571177122,-5
1.25495,1630571183555,1630571178687,-2,1630571178685,-2
1.25495,1630571184243,1630571178906,0,1630571178906,0
1.25495,1630571184923,1630571179312,-4,1630571179308,-4
1.25495,1630571185806,1630571182826,1,1630571182827,1
1.25495,1630571186509,1630571183049,-2,1630571183047,-2
1.25495,1630571187226,1630571184145,-4,1630571184141,-4
1.25495,1630571188061,1630571185919,-4,1630571185915,-4
1.25495,1630571189298,1630571186789,-2,1630571186787,-2
s,
1.26445,1630570897553,1630570897664,10,1630570897674,10
1.26445,1630570897672,1630570897668,8,1630570897676,8
1.26445,1630570897774,1630570897850,9,1630570897859,9
1.26445,1630570897936,1630570898040,8,1630570898048,8
1.26445,1630570901627,1630570901695,13,1630570901708,13
1.26445,1630570902008,1630570902074,10,1630570902084,10
1.26445,1630570904098,1630570904165,10,1630570904175,10
1.26445,1630570904345,1630570904402,11,1630570904413,11
1.26445,1630570905813,1630570905875,10,1630570905885,10
1.26445,1630570905960,1630570905886,10,1630570905896,10
1.26445,1630570906113,1630570906112,22,1630570906134,22
1.26445,1630570906261,1630570906120,15,1630570906135,15
1.26445,1630570906431,1630570906348,12,1630570906360,12
1.26445,1630570906617,1630570906430,12,1630570906442,12
1.26445,1630570906845,1630570906569,8,1630570906577,8
1.26445,1630570908064,1630570908001,86,1630570908087,86
1.26445,1630570908266,1630570908244,14,1630570908258,14
1.26445,1630570908483,1630570908292,6,1630570908298,6
1.26445,1630570910485,1630570910472,13,1630570910485,13
1.26445,1630570910667,1630570910654,8,1630570910662,8
1.26445,1630570914201,1630570914203,13,1630570914216,13
1.26445,1630570914451,1630570914391,10,1630570914401,10
1.26445,1630570916895,1630570916833,9,1630570916842,9
1.26445,1630570917131,1630570917073,12,1630570917085,12
1.26445,1630570920928,1630570920858,7,1630570920865,7
1.26445,1630570921176,1630570921062,9,1630570921071,9
1.26445,1630570921778,1630570921673,11,1630570921684,11
1.26445,1630570923580,1630570923480,13,1630570923493,13
1.26445,1630570925431,1630570925332,14,1630570925346,14
1.26445,1630570925764,1630570925588,13,1630570925601,13
1.26445,1630570926916,1630570926811,10,1630570926821,10
1.26445,1630570928620,1630570928506,12,1630570928518,12
1.26445,1630570929818,1630570929732,11,1630570929743,11
1.26445,1630570932304,1630570932193,10,1630570932203,10
1.26445,1630570932608,1630570932196,9,1630570932205,9
1.26445,1630570932973,1630570932377,14,1630570932391,14
1.26445,1630570933321,1630570932533,14,1630570932547,14
1.26445,1630570934141,1630570933919,13,1630570933932,13
1.26445,1630570934505,1630570933923,10,1630570933933,10
1.26445,1630570934918,1630570934116,11,1630570934127,11
1.26445,1630570935240,1630570934301,15,1630570934316,15
1.26445,1630570937897,1630570937728,10,1630570937738,10
1.26445,1630570938246,1630570937923,11,1630570937934,11
1.26445,1630570940512,1630570940282,13,1630570940295,13
1.26445,1630570940918,1630570940444,15,1630570940459,15
1.26445,1630570944585,1630570944362,11,1630570944373,11
1.26445,1630570946861,1630570946128,11,1630570946139,11
1.26445,1630570947219,1630570947027,9,1630570947036,9
1.26445,1630570947637,1630570947209,13,1630570947222,13
1.26445,1630570951629,1630570951390,12,1630570951402,12
1.26445,1630570952192,1630570951949,14,1630570951963,14
1.26445,1630570954148,1630570953885,16,1630570953901,16
1.26445,1630570954710,1630570954161,16,1630570954177,16
1.26445,1630570959666,1630570959362,10,1630570959372,10
1.26445,1630570963156,1630570962810,32,1630570962842,32
1.26445,1630570966778,1630570966401,14,1630570966415,14
1.26445,1630570968442,1630570968185,18,1630570968203,18
1.26445,1630570969387,1630570969038,15,1630570969053,15
1.26445,1630570970262,1630570969904,16,1630570969920,16
1.26445,1630570975099,1630570974109,17,1630570974126,17
1.26445,1630570975616,1630570974671,14,1630570974685,14
1.2635,1630570976636,1630570976280,32,1630570976312,32
1.2635,1630570977183,1630570976446,13,1630570976459,13
1.26349,1630570977699,1630570976660,12,1630570976672,12
1.26349,1630570978188,1630570976970,36,1630570977006,36
1.26349,1630570978719,1630570977142,15,1630570977157,15
1.26349,1630570979638,1630570979348,16,1630570979364,16
1.26349,1630570980315,1630570979561,17,1630570979578,17
1.26349,1630570982006,1630570981616,15,1630570981631,15
1.26349,1630570984139,1630570983765,16,1630570983781,16
1.26349,1630570984720,1630570984105,17,1630570984122,17
1.26349,1630570985677,1630570985266,20,1630570985286,20
1.26349,1630570986294,1630570985520,18,1630570985538,18
1.26349,1630570988431,1630570988040,18,1630570988058,18
1.26349,1630570989044,1630570988268,19,1630570988287,19
1.26349,1630570990308,1630570989660,17,1630570989677,17
1.26349,1630570990850,1630570989940,16,1630570989956,16
1.26349,1630570991433,1630570990888,17,1630570990905,17
1.26349,1630570996587,1630570996073,20,1630570996093,20
1.26349,1630570997290,1630570996644,13,1630570996657,13
1.26349,1630570998992,1630570998478,13,1630570998491,13
1.26349,1630571004047,1630571003561,16,1630571003577,16
1.26349,1630571004895,1630571004446,17,1630571004463,17
1.26348,1630571005557,1630571004577,16,1630571004593,16
1.26348,1630571006831,1630571006234,17,1630571006251,17
1.26348,1630571008481,1630571007880,16,1630571007896,16
1.26026,1630571009146,1630571007880,18,1630571007898,18
1.26026,1630571009833,1630571009026,20,1630571009046,20
1.26026,1630571010453,1630571009273,22,1630571009295,22
1.26026,1630571012203,1630571011656,20,1630571011676,20
1.26026,1630571012901,1630571011909,20,1630571011929,20
1.26026,1630571018011,1630571017484,18,1630571017502,18
1.26026,1630571018809,1630571018045,21,1630571018066,21
1.26026,1630571027785,1630571026552,22,1630571026574,22
1.26026,1630571028465,1630571027282,19,1630571027301,19
1.26026,1630571029183,1630571028381,17,1630571028398,17
1.26026,1630571033488,1630571032822,17,1630571032839,17
1.26026,1630571039396,1630571038777,18,1630571038795,18
1.26026,1630571040581,1630571039988,22,1630571040010,22
1.26026,1630571041485,1630571040587,23,1630571040610,23
1.26026,1630571042253,1630571041094,24,1630571041118,24
1.26026,1630571043031,1630571041808,21,1630571041829,21
1.26,1630571043879,1630571043114,20,1630571043134,20
1.26,1630571044666,1630571043620,20,1630571043640,20
1.26,1630571045970,1630571045473,21,1630571045494,21
1.26,1630571047575,1630571047000,19,1630571047019,19
1.26,1630571048552,1630571048051,48,1630571048099,48
1.26,1630571049744,1630571049189,20,1630571049209,20
1.26026,1630571050894,1630571050380,25,1630571050405,25
1.26349,1630571051687,1630571050384,23,1630571050407,23
1.2696,1630571052392,1630571050384,23,1630571050407,23
1.2696,1630571053255,1630571050384,23,1630571050407,23
1.2696,1630571054031,1630571050384,24,1630571050408,24
1.274,1630571054793,1630571050384,24,1630571050408,24
1.2745,1630571055542,1630571050384,24,1630571050408,24
1.27489,1630571056330,1630571050384,25,1630571050409,25
1.2799,1630571057581,1630571050384,25,1630571050409,25
1.2799,1630571058400,1630571050384,25,1630571050409,25
1.26577,1630571059232,1630571051003,22,1630571051025,22
1.26577,1630571060084,1630571051012,24,1630571051036,24
1.26577,1630571060898,1630571053383,23,1630571053406,23
1.26576,1630571061618,1630571053797,22,1630571053819,22
1.26575,1630571062399,1630571053988,111,1630571054099,111
1.26575,1630571063238,1630571061495,21,1630571061516,21
1.26575,1630571063932,1630571061499,23,1630571061522,23
1.26575,1630571064621,1630571062134,25,1630571062159,25
1.26575,1630571065341,1630571062750,23,1630571062773,23
1.26575,1630571066189,1630571062926,23,1630571062949,23
1.26575,1630571066955,1630571064429,17,1630571064446,17
1.26575,1630571067623,1630571066200,19,1630571066219,19
1.26574,1630571068370,1630571067798,23,1630571067821,23
1.265,1630571082753,1630571081900,23,1630571081923,23
1.265,1630571083536,1630571082081,22,1630571082103,22
1.26499,1630571084301,1630571082268,22,1630571082290,22
1.26499,1630571085125,1630571083659,22,1630571083681,22
1.26499,1630571085945,1630571084203,19,1630571084222,19
1.26499,1630571087850,1630571087201,21,1630571087222,21
1.26499,1630571089716,1630571089021,24,1630571089045,24
1.26499,1630571090363,1630571089620,20,1630571089640,20
1.26498,1630571097259,1630571095836,21,1630571095857,21
1.26498,1630571098057,1630571096493,25,1630571096518,25
1.26498,1630571098855,1630571096705,26,1630571096731,26
1.26498,1630571099705,1630571097654,24,1630571097678,24
1.26498,1630571101759,1630571101113,27,1630571101140,27
1.26498,1630571102661,1630571101285,41,1630571101326,41
1.26498,1630571103557,1630571101478,21,1630571101499,21
1.26498,1630571104311,1630571103107,26,1630571103133,26
1.26498,1630571104996,1630571103375,28,1630571103403,28
1.26498,1630571105799,1630571103397,29,1630571103426,29
1.26498,1630571106483,1630571105397,23,1630571105420,23
1.26498,1630571107332,1630571105809,26,1630571105835,26
1.26498,1630571108017,1630571105980,23,1630571106003,23
1.26498,1630571108798,1630571106118,26,1630571106144,26
1.26498,1630571110197,1630571109650,26,1630571109676,26
1.26498,1630571110979,1630571109653,25,1630571109678,25
1.26498,1630571111614,1630571109894,25,1630571109919,25
1.26498,1630571112305,1630571109896,26,1630571109922,26
1.26498,1630571113083,1630571112223,22,1630571112245,22
1.26498,1630571114232,1630571112428,19,1630571112447,19
1.26498,1630571117039,1630571116372,32,1630571116404,32
1.26498,1630571117843,1630571116582,12,1630571116594,12
1.26498,1630571124533,1630571123663,6,1630571123669,6
1.26498,1630571125320,1630571124692,11,1630571124703,11
1.26498,1630571126151,1630571125437,7,1630571125444,7
1.26498,1630571127399,1630571126770,10,1630571126780,10
1.26498,1630571128037,1630571127303,12,1630571127315,12
1.26498,1630571128720,1630571127867,9,1630571127876,9
1.26498,1630571129534,1630571128900,10,1630571128910,10
1.26498,1630571131764,1630571131108,5,1630571131113,5
1.26498,1630571132387,1630571131187,9,1630571131196,9
1.26498,1630571133207,1630571131381,10,1630571131391,10
1.26498,1630571134052,1630571131391,10,1630571131401,10
1.26498,1630571138599,1630571137942,7,1630571137949,7
1.26498,1630571140482,1630571139878,5,1630571139883,5
1.26498,1630571141200,1630571140108,3,1630571140111,3
1.26498,1630571145684,1630571144469,2,1630571144471,2
1.26498,1630571146569,1630571144594,3,1630571144597,3
1.26498,1630571147188,1630571144642,1,1630571144643,1
1.26498,1630571147806,1630571146959,-2,1630571146957,-2
1.26498,1630571148759,1630571148351,-1,1630571148350,-1
1.26498,1630571149521,1630571148510,-1,1630571148509,-1
1.26498,1630571150288,1630571148678,2,1630571148680,2
1.26498,1630571151056,1630571148770,-1,1630571148769,-1
1.26498,1630571151760,1630571148877,-1,1630571148876,-1
1.26498,1630571152542,1630571150537,-2,1630571150535,-2
1.26498,1630571153328,1630571150717,-1,1630571150716,-1
1.26498,1630571156495,1630571155899,-4,1630571155895,-4
1.26498,1630571159537,1630571159060,-5,1630571159055,-5
1.26498,1630571160384,1630571159165,-5,1630571159160,-5
1.26498,1630571161120,1630571159241,-2,1630571159239,-2
1.26498,1630571162022,1630571161097,7,1630571161104,7
1.26498,1630571162698,1630571161292,-2,1630571161290,-2
1.26498,1630571163436,1630571161489,-6,1630571161483,-6
1.26498,1630571164134,1630571161637,-7,1630571161630,-7
1.26498,1630571164873,1630571163490,-2,1630571163488,-2
1.26498,1630571165705,1630571163556,-2,1630571163554,-2
1.26498,1630571166540,1630571163748,-2,1630571163746,-2
1.26498,1630571167224,1630571164545,0,1630571164545,0
1.26498,1630571167889,1630571165867,-1,1630571165866,-1
1.26498,1630571169128,1630571166065,-1,1630571166064,-1
1.26498,1630571169879,1630571166549,-4,1630571166545,-4
1.26498,1630571170679,1630571168298,-2,1630571168296,-2
1.26498,1630571171500,1630571171087,-1,1630571171086,-1
1.26498,1630571172346,1630571171631,-4,1630571171627,-4
1.26499,1630571174364,1630571173711,1,1630571173712,1
1.265,1630571175100,1630571173715,0,1630571173715,0
1.26561,1630571175794,1630571173715,0,1630571173715,0
1.27083,1630571176536,1630571173715,1,1630571173716,1
1.2798,1630571177480,1630571173715,1,1630571173716,1
1.2799,1630571178218,1630571173715,1,1630571173716,1
1.2799,1630571178866,1630571173715,1,1630571173716,1
1.2655,1630571179631,1630571174812,-2,1630571174810,-2
1.2655,1630571180422,1630571174815,-4,1630571174811,-4
1.27056,1630571181180,1630571176724,-3,1630571176721,-3
1.27056,1630571181810,1630571176910,-4,1630571176906,-4
1.27055,1630571182760,1630571177127,-5,1630571177122,-5
1.27055,1630571183555,1630571178687,-2,1630571178685,-2
1.27055,1630571184243,1630571178906,0,1630571178906,0
1.27055,1630571184923,1630571179312,-4,1630571179308,-4
1.27055,1630571185806,1630571182826,1,1630571182827,1
1.27055,1630571186509,1630571183049,-2,1630571183047,-2
1.27055,1630571187226,1630571184145,-4,1630571184141,-4
1.27055,1630571188061,1630571185919,-4,1630571185915,-4
1.27055,1630571189298,1630571186789,-2,1630571186787,-2
