0,0.94749,0.952,1632217564799,1632217564271,-3,1632217564268,531
1,0.94749,0.952,1632217565248,1632217564280,-5,1632217564275,973
2,0.94749,0.952,1632217565349,1632217564463,-4,1632217564459,890
3,0.94749,0.952,1632217565552,1632217564644,-4,1632217564640,912
4,0.94749,0.952,1632217565686,1632217565231,-3,1632217565228,458
5,0.94749,0.952,1632217565769,1632217565240,-2,1632217565238,531
6,0.94749,0.952,1632217565882,1632217565392,-5,1632217565387,495
7,0.94749,0.952,1632217565986,1632217565572,-5,1632217565567,419
8,0.94749,0.952,1632217566387,1632217566149,-3,1632217566146,241
9,0.94749,0.952,1632217566634,1632217566301,-4,1632217566297,337
10,0.94749,0.952,1632217567120,1632217566895,-5,1632217566890,230
11,0.94749,0.952,1632217567255,1632217566910,-4,1632217566906,349
12,0.94749,0.952,1632217567444,1632217567082,-5,1632217567077,367
13,0.94749,0.952,1632217567830,1632217567536,-6,1632217567530,300
14,0.94749,0.952,1632217568004,1632217567660,-4,1632217567656,348
15,0.94749,0.952,1632217568163,1632217567869,-6,1632217567863,300
16,0.94749,0.952,1632217568702,1632217568456,-5,1632217568451,251
17,0.94749,0.952,1632217568985,1632217568613,-5,1632217568608,377
18,0.94749,0.952,1632217569485,1632217569206,-4,1632217569202,283
19,0.94749,0.952,1632217570363,1632217569400,-5,1632217569395,968
20,0.94749,0.952,1632217570618,1632217569953,-6,1632217569947,671
21,0.94749,0.952,1632217570720,1632217570212,-7,1632217570205,515
22,0.94749,0.952,1632217571094,1632217570786,-5,1632217570781,313
23,0.94749,0.952,1632217571286,1632217570789,-4,1632217570785,501
24,0.94749,0.952,1632217571501,1632217570800,-7,1632217570793,708
25,0.94749,0.952,1632217571664,1632217570800,-5,1632217570795,869
26,0.94749,0.952,1632217571892,1632217571012,-4,1632217571008,884
27,0.94749,0.952,1632217572116,1632217571018,-5,1632217571013,1103
28,0.94752,0.952,1632217572331,1632217571210,-6,1632217571204,1127
29,0.94752,0.952,1632217572570,1632217571214,-6,1632217571208,1362
30,0.94752,0.952,1632217572737,1632217571939,-6,1632217571933,804
31,0.94752,0.952,1632217572950,1632217571949,-7,1632217571942,1008
32,0.94752,0.952,1632217573437,1632217572140,-6,1632217572134,1303
33,0.94752,0.952,1632217573661,1632217572322,-4,1632217572318,1343
34,0.94752,0.952,1632217573853,1632217572517,-5,1632217572512,1341
35,0.94752,0.952,1632217574061,1632217572914,-5,1632217572909,1152
36,0.94748,0.952,1632217574303,1632217572929,-6,1632217572923,1380
37,0.94748,0.952,1632217574493,1632217572934,-7,1632217572927,1566
38,0.94748,0.952,1632217574699,1632217573126,-4,1632217573122,1577
39,0.94748,0.952,1632217574996,1632217573306,-5,1632217573301,1695
40,0.94748,0.952,1632217575349,1632217573309,-6,1632217573303,2046
41,0.94748,0.952,1632217575559,1632217573882,-5,1632217573877,1682
42,0.94748,0.952,1632217575764,1632217573896,-6,1632217573890,1874
43,0.94748,0.952,1632217575969,1632217574084,16,1632217574100,1869
44,0.94748,0.952,1632217576257,1632217574283,-7,1632217574276,1981
45,0.94748,0.952,1632217576592,1632217574886,-6,1632217574880,1712
46,0.94748,0.952,1632217576835,1632217574896,-7,1632217574889,1946
47,0.94748,0.952,1632217577040,1632217575085,-7,1632217575078,1962
48,0.94748,0.952,1632217577229,1632217575250,-1,1632217575249,1980
49,0.94748,0.952,1632217577528,1632217577227,-7,1632217577220,308
50,0.94748,0.952,1632217577728,1632217577243,-8,1632217577235,493
51,0.94748,0.952,1632217577957,1632217577244,-7,1632217577237,720
52,0.94748,0.952,1632217578172,1632217577432,-4,1632217577428,744
53,0.94748,0.952,1632217578356,1632217577631,-8,1632217577623,733
54,0.94748,0.952,1632217578623,1632217577634,-7,1632217577627,996
55,0.94748,0.952,1632217578829,1632217578202,-5,1632217578197,632
56,0.94748,0.952,1632217579006,1632217578211,-7,1632217578204,802
57,0.94748,0.952,1632217579173,1632217578366,-8,1632217578358,815
58,0.94748,0.952,1632217579373,1632217578551,-7,1632217578544,829
59,0.94748,0.952,1632217579575,1632217579111,-4,1632217579107,468
60,0.94748,0.952,1632217579775,1632217579119,-7,1632217579112,663
61,0.94748,0.952,1632217579986,1632217579119,-7,1632217579112,874
62,0.94748,0.952,1632217580207,1632217579281,-7,1632217579274,933
63,0.94748,0.952,1632217580374,1632217579447,-8,1632217579439,935
64,0.94748,0.952,1632217580576,1632217579449,-8,1632217579441,1135
65,0.94748,0.952,1632217580779,1632217580048,-7,1632217580041,738
66,0.94748,0.952,1632217581001,1632217580060,-8,1632217580052,949
67,0.94748,0.952,1632217581173,1632217580239,-8,1632217580231,942
68,0.94748,0.952,1632217581358,1632217580425,-7,1632217580418,940
69,0.94748,0.952,1632217581540,1632217580991,-8,1632217580983,557
70,0.94748,0.952,1632217581733,1632217581002,-8,1632217580994,739
71,0.94748,0.952,1632217581951,1632217581004,-8,1632217580996,955
72,0.94748,0.952,1632217582142,1632217581185,-9,1632217581176,966
73,0.94748,0.952,1632217582356,1632217581375,-7,1632217581368,988
74,0.94748,0.952,1632217582544,1632217581377,-7,1632217581370,1174
75,0.94748,0.952,1632217582730,1632217581981,-6,1632217581975,755
76,0.94748,0.952,1632217582940,1632217581994,-9,1632217581985,955
77,0.94748,0.952,1632217583129,1632217582152,-9,1632217582143,986
78,0.94748,0.952,1632217583298,1632217582342,-8,1632217582334,964
79,0.94748,0.952,1632217583449,1632217582890,-8,1632217582882,567
80,0.94748,0.952,1632217583644,1632217582902,-6,1632217582896,748
81,0.94748,0.952,1632217583839,1632217583094,-7,1632217583087,752
82,0.94748,0.952,1632217584039,1632217583289,-8,1632217583281,758
83,0.94748,0.952,1632217584231,1632217583729,-9,1632217583720,511
84,0.94748,0.952,1632217584431,1632217583877,-8,1632217583869,562
85,0.94748,0.952,1632217584660,1632217583888,-9,1632217583879,781
86,0.94748,0.952,1632217584904,1632217584068,-8,1632217584060,844
87,0.94748,0.952,1632217585101,1632217584250,-10,1632217584240,861
88,0.94748,0.952,1632217585321,1632217584876,-8,1632217584868,453
89,0.94748,0.952,1632217585434,1632217585038,57,1632217585095,339
90,0.94748,0.952,1632217585827,1632217585567,-10,1632217585557,270
91,0.94748,0.952,1632217585936,1632217585582,-8,1632217585574,362
92,0.94748,0.952,1632217586038,1632217585585,-10,1632217585575,463
93,0.94748,0.952,1632217586103,1632217585718,-8,1632217585710,393
94,0.94748,0.952,1632217586199,1632217585736,-9,1632217585727,472
95,0.94748,0.952,1632217587313,1632217585891,-8,1632217585883,1430
96,0.94748,0.952,1632217587451,1632217585893,-10,1632217585883,1568
97,0.94749,0.952,1632217587661,1632217586076,-8,1632217586068,1593
98,0.94749,0.952,1632217587819,1632217586491,-8,1632217586483,1336
99,0.94749,0.952,1632217588013,1632217586502,-6,1632217586496,1517
100,0.94749,0.952,1632217588177,1632217586650,-10,1632217586640,1537
101,0.94749,0.952,1632217588375,1632217586849,-8,1632217586841,1534
102,0.94749,0.952,1632217588684,1632217587454,-9,1632217587445,1239
103,0.94749,0.952,1632217588805,1632217587470,-10,1632217587460,1345
104,0.94749,0.952,1632217589001,1632217587662,-10,1632217587652,1349
105,0.94749,0.952,1632217589221,1632217587849,-8,1632217587841,1380
106,0.94749,0.952,1632217589432,1632217588395,-9,1632217588386,1046
107,0.94749,0.952,1632217589561,1632217588401,-8,1632217588393,1168
108,0.94749,0.952,1632217589952,1632217588410,-10,1632217588400,1552
109,0.94749,0.952,1632217590129,1632217588414,-8,1632217588406,1723
110,0.94749,0.952,1632217590251,1632217588612,-8,1632217588604,1647
111,0.94749,0.952,1632217590437,1632217588615,-9,1632217588606,1831
112,0.94749,0.952,1632217590620,1632217588833,-8,1632217588825,1795
113,0.94749,0.952,1632217591044,1632217588844,-7,1632217588837,2207
114,0.94749,0.952,1632217591272,1632217589062,-9,1632217589053,2219
115,0.94749,0.952,1632217591442,1632217589423,-10,1632217589413,2029
116,0.94749,0.952,1632217591621,1632217589439,-9,1632217589430,2191
117,0.94749,0.952,1632217592007,1632217589639,-5,1632217589634,2373
