b,
1,1.28,1630586196601,1630586195299,-33,1630586195266,1335
2,1.28,1630586196879,1630586195898,-36,1630586195862,1017
3,1.28,1630586197130,1630586196129,-38,1630586196091,1039
4,1.28,1630586197832,1630586196951,-38,1630586196913,919
5,1.28,1630586198198,1630586197176,-35,1630586197141,1057
6,1.28,1630586198718,1630586197787,-41,1630586197746,972
7,1.28,1630586199132,1630586197928,-37,1630586197891,1241
8,1.28,1630586203316,1630586201644,-37,1630586201607,1709
9,1.28,1630586203623,1630586201896,-38,1630586201858,1765
10,1.28,1630586204771,1630586203868,-41,1630586203827,944
11,1.28,1630586205076,1630586204044,37,1630586204081,995
12,1.28,1630586206959,1630586206099,-41,1630586206058,901
13,1.28,1630586207306,1630586206104,-41,1630586206063,1243
14,1.28,1630586207688,1630586206112,-43,1630586206069,1619
15,1.28,1630586208167,1630586206498,-41,1630586206457,1710
16,1.28,1630586208637,1630586206501,-41,1630586206460,2177
17,1.28,1630586209129,1630586206681,-42,1630586206639,2490
18,1.28,1630586209678,1630586207134,-43,1630586207091,2587
19,1.28,1630586210278,1630586207321,-45,1630586207276,3002
20,1.28,1630586210885,1630586207976,-44,1630586207932,2953
21,1.28,1630586211413,1630586207979,-42,1630586207937,3476
22,1.28,1630586211969,1630586207982,-43,1630586207939,4030
23,1.28,1630586212631,1630586208201,-46,1630586208155,4476
24,1.28,1630586213317,1630586208428,-42,1630586208386,4931
25,1.28,1630586213914,1630586208431,-41,1630586208390,5524
26,1.28,1630586214531,1630586209109,-45,1630586209064,5467
27,1.28,1630586215163,1630586209111,-45,1630586209066,6097
28,1.28,1630586215907,1630586209305,-46,1630586209259,6648
29,1.28,1630586216571,1630586209481,-45,1630586209436,7135
30,1.28,1630586217425,1630586210027,-44,1630586209983,7442
31,1.28,1630586218087,1630586210034,-43,1630586209991,8096
32,1.28,1630586218920,1630586210220,-44,1630586210176,8744
33,1.28,1630586219863,1630586210410,-45,1630586210365,9498
34,1.28,1630586220575,1630586211016,-45,1630586210971,9604
35,1.28,1630586221269,1630586211019,-47,1630586210972,10297
36,1.28,1630586222041,1630586211205,-49,1630586211156,10885
37,1.28,1630586222840,1630586211407,-48,1630586211359,11481
38,1.28,1630586223622,1630586212047,-46,1630586212001,11621
39,1.28,1630586224425,1630586212052,-46,1630586212006,12419
40,1.28,1630586225271,1630586212232,-45,1630586212187,13084
41,1.28,1630586226167,1630586212387,-46,1630586212341,13826
42,1.28,1630586227119,1630586212944,-21,1630586212923,14196
43,1.28,1630586228099,1630586212950,-25,1630586212925,15174
44,1.28,1630586229126,1630586213186,-45,1630586213141,15985
45,1.28,1630586230050,1630586213340,-46,1630586213294,16756
s,
2,1.29103,1630586196601,1630586195299,-33,1630586195266,1335
3,1.29103,1630586196879,1630586195898,-36,1630586195862,1017
4,1.29103,1630586197130,1630586196129,-38,1630586196091,1039
5,1.29103,1630586197832,1630586196951,-38,1630586196913,919
6,1.29103,1630586198198,1630586197176,-35,1630586197141,1057
7,1.29103,1630586198718,1630586197787,-41,1630586197746,972
8,1.29103,1630586199132,1630586197928,-37,1630586197891,1241
9,1.29103,1630586203316,1630586201644,-37,1630586201607,1709
10,1.29103,1630586203623,1630586201896,-38,1630586201858,1765
11,1.29103,1630586204771,1630586203868,-41,1630586203827,944
12,1.29103,1630586205076,1630586204044,37,1630586204081,995
13,1.29103,1630586206959,1630586206099,-41,1630586206058,901
14,1.29103,1630586207306,1630586206104,-41,1630586206063,1243
15,1.29103,1630586207688,1630586206112,-43,1630586206069,1619
16,1.29103,1630586208167,1630586206498,-41,1630586206457,1710
17,1.29103,1630586208637,1630586206501,-41,1630586206460,2177
18,1.29103,1630586209129,1630586206681,-42,1630586206639,2490
19,1.29103,1630586209678,1630586207134,-43,1630586207091,2587
20,1.29103,1630586210278,1630586207321,-45,1630586207276,3002
21,1.29103,1630586210885,1630586207976,-44,1630586207932,2953
22,1.29103,1630586211413,1630586207979,-42,1630586207937,3476
23,1.29103,1630586211969,1630586207982,-43,1630586207939,4030
24,1.29103,1630586212631,1630586208201,-46,1630586208155,4476
25,1.29103,1630586213317,1630586208428,-42,1630586208386,4931
26,1.29103,1630586213914,1630586208431,-41,1630586208390,5524
27,1.29103,1630586214531,1630586209109,-45,1630586209064,5467
28,1.29103,1630586215163,1630586209111,-45,1630586209066,6097
29,1.29103,1630586215907,1630586209305,-46,1630586209259,6648
30,1.29103,1630586216571,1630586209481,-45,1630586209436,7135
31,1.29103,1630586217425,1630586210027,-44,1630586209983,7442
32,1.29103,1630586218087,1630586210034,-43,1630586209991,8096
33,1.29103,1630586218920,1630586210220,-44,1630586210176,8744
34,1.29103,1630586219863,1630586210410,-45,1630586210365,9498
35,1.29103,1630586220575,1630586211016,-45,1630586210971,9604
36,1.29103,1630586221269,1630586211019,-47,1630586210972,10297
37,1.29103,1630586222041,1630586211205,-49,1630586211156,10885
38,1.29103,1630586222840,1630586211407,-48,1630586211359,11481
39,1.29103,1630586223622,1630586212047,-46,1630586212001,11621
40,1.29103,1630586224425,1630586212052,-46,1630586212006,12419
41,1.29103,1630586225271,1630586212232,-45,1630586212187,13084
42,1.29103,1630586226167,1630586212387,-46,1630586212341,13826
43,1.29103,1630586227119,1630586212944,-21,1630586212923,14196
44,1.29103,1630586228099,1630586212950,-25,1630586212925,15174
45,1.29103,1630586229126,1630586213186,-45,1630586213141,15985
46,1.29103,1630586230050,1630586213340,-46,1630586213294,16756
function computes(arr) {
          const diffTimeVer = average(arr[4]);
          const diffTimeServer = average(arr[6]);
          return { diffTimeVer, diffTimeServer }
        }
