b,
1,1.26442,1630576336506,1630576330686,-10,1630576330676,5830
2,1.26442,1630576336741,1630576330898,-13,1630576330885,5856
3,1.26442,1630576337407,1630576331433,-9,1630576331424,5983
4,1.26442,1630576337684,1630576331618,-9,1630576331609,6075
5,1.26442,1630576338083,1630576336188,-12,1630576336176,1907
6,1.26442,1630576338324,1630576336348,-11,1630576336337,1987
7,1.26442,1630576338612,1630576336982,-8,1630576336974,1638
8,1.26442,1630576338903,1630576337191,-10,1630576337181,1722
9,1.26442,1630576339259,1630576337342,10,1630576337352,1907
10,1.26442,1630576339626,1630576337785,-12,1630576337773,1853
11,1.26442,1630576340121,1630576337897,-11,1630576337886,2235
12,1.26442,1630576340517,1630576338011,-9,1630576338002,2515
13,1.26442,1630576341231,1630576338673,-9,1630576338664,2567
14,1.26442,1630576352243,1630576351326,1,1630576351327,916
15,1.26442,1630576353257,1630576352190,-8,1630576352182,1075
16,1.26442,1630576353605,1630576352350,-7,1630576352343,1262
17,1.26442,1630576354021,1630576353104,-7,1630576353097,924
18,1.26442,1630576354376,1630576353310,-4,1630576353306,1070
19,1.26442,1630576355200,1630576353987,74,1630576354061,1139
20,1.26442,1630576357375,1630576356264,-5,1630576356259,1116
21,1.26442,1630576358394,1630576357205,-7,1630576357198,1196
22,1.26442,1630576358992,1630576357405,-5,1630576357400,1592
23,1.26442,1630576359550,1630576358268,-1,1630576358267,1283
24,1.26442,1630576360457,1630576358473,-5,1630576358468,1989
25,1.26442,1630576361224,1630576358509,-1,1630576358508,2716
26,1.26442,1630576361765,1630576358512,-1,1630576358511,3254
27,1.26442,1630576362621,1630576359119,-1,1630576359118,3503
28,1.26442,1630576363400,1630576359363,-1,1630576359362,4038
29,1.26442,1630576364101,1630576359583,-2,1630576359581,4520
30,1.26442,1630576365161,1630576360249,-3,1630576360246,4915
31,1.26442,1630576365903,1630576360250,-2,1630576360248,5655
32,1.26442,1630576366579,1630576360432,-1,1630576360431,6148
33,1.26442,1630576367309,1630576360434,-1,1630576360433,6876
s,
2,1.26487,1630576336506,1630576330686,-10,1630576330676,5830
3,1.26487,1630576336741,1630576330898,-13,1630576330885,5856
4,1.26487,1630576337407,1630576331433,-9,1630576331424,5983
5,1.26487,1630576337684,1630576331618,-9,1630576331609,6075
6,1.26487,1630576338083,1630576336188,-12,1630576336176,1907
7,1.26487,1630576338324,1630576336348,-11,1630576336337,1987
8,1.26487,1630576338612,1630576336982,-8,1630576336974,1638
9,1.26487,1630576338903,1630576337191,-10,1630576337181,1722
10,1.26487,1630576339259,1630576337342,10,1630576337352,1907
11,1.26487,1630576339626,1630576337785,-12,1630576337773,1853
12,1.26487,1630576340121,1630576337897,-11,1630576337886,2235
13,1.26487,1630576340517,1630576338011,-9,1630576338002,2515
14,1.26487,1630576341231,1630576338673,-9,1630576338664,2567
15,1.26487,1630576352243,1630576351326,1,1630576351327,916
16,1.26487,1630576353257,1630576352190,-8,1630576352182,1075
17,1.26487,1630576353605,1630576352350,-7,1630576352343,1262
18,1.26487,1630576354021,1630576353104,-7,1630576353097,924
19,1.26487,1630576354376,1630576353310,-4,1630576353306,1070
20,1.26487,1630576355200,1630576353987,74,1630576354061,1139
21,1.26487,1630576357375,1630576356264,-5,1630576356259,1116
22,1.26487,1630576358394,1630576357205,-7,1630576357198,1196
23,1.26487,1630576358992,1630576357405,-5,1630576357400,1592
24,1.26487,1630576359550,1630576358268,-1,1630576358267,1283
25,1.26487,1630576360457,1630576358473,-5,1630576358468,1989
26,1.26487,1630576361224,1630576358509,-1,1630576358508,2716
27,1.26487,1630576361765,1630576358512,-1,1630576358511,3254
28,1.26487,1630576362621,1630576359119,-1,1630576359118,3503
29,1.26487,1630576363400,1630576359363,-1,1630576359362,4038
30,1.26487,1630576364101,1630576359583,-2,1630576359581,4520
31,1.26487,1630576365161,1630576360249,-3,1630576360246,4915
32,1.26487,1630576365903,1630576360250,-2,1630576360248,5655
33,1.26487,1630576366579,1630576360432,-1,1630576360431,6148
34,1.26487,1630576367309,1630576360434,-1,1630576360433,6876
