b,
1,1.26442,1630576284003,1630576283231,-3,1630576283228,775
2,1.26442,1630576284901,1630576283995,72,1630576284067,834
3,1.26442,1630576285174,1630576284128,-3,1630576284125,1049
4,1.26442,1630576285549,1630576284689,-4,1630576284685,864
5,1.26442,1630576285838,1630576284947,-2,1630576284945,893
6,1.26442,1630576286472,1630576285566,0,1630576285566,906
7,1.26442,1630576288754,1630576287887,0,1630576287887,867
8,1.26442,1630576289552,1630576288621,-3,1630576288618,934
9,1.26442,1630576289894,1630576288758,-3,1630576288755,1139
10,1.26442,1630576290491,1630576289631,-1,1630576289630,861
11,1.26442,1630576290811,1630576289844,-5,1630576289839,972
12,1.26442,1630576291679,1630576290666,-2,1630576290664,1015
13,1.26442,1630576292164,1630576290883,-3,1630576290880,1284
14,1.26442,1630576292661,1630576291591,-4,1630576291587,1074
15,1.26442,1630576293194,1630576291789,-2,1630576291787,1407
16,1.26442,1630576294862,1630576292521,-6,1630576292515,2347
17,1.26442,1630576295430,1630576292699,-5,1630576292694,2736
18,1.26442,1630576295903,1630576292796,-4,1630576292792,3111
19,1.26442,1630576296449,1630576293402,0,1630576293402,3047
20,1.26442,1630576297083,1630576293582,-2,1630576293580,3503
21,1.26442,1630576297609,1630576293864,-6,1630576293858,3751
22,1.26442,1630576298120,1630576294332,-4,1630576294328,3792
23,1.26442,1630576298794,1630576294498,-3,1630576294495,4299
24,1.26442,1630576299703,1630576295297,-4,1630576295293,4410
25,1.26442,1630576300362,1630576295510,-5,1630576295505,4857
26,1.26442,1630576301045,1630576296386,-1,1630576296385,4660
27,1.26442,1630576301669,1630576296580,-6,1630576296574,5095
28,1.26442,1630576302271,1630576297362,-3,1630576297359,4912
29,1.26442,1630576302929,1630576297630,-3,1630576297627,5302
30,1.26442,1630576304159,1630576298371,-5,1630576298366,5793
s,
2,1.26487,1630576284003,1630576283231,-3,1630576283228,775
3,1.26487,1630576284901,1630576283995,72,1630576284067,834
4,1.26487,1630576285174,1630576284128,-3,1630576284125,1049
5,1.26487,1630576285549,1630576284689,-4,1630576284685,864
6,1.26487,1630576285838,1630576284947,-2,1630576284945,893
7,1.26487,1630576286472,1630576285566,0,1630576285566,906
8,1.26487,1630576288754,1630576287887,0,1630576287887,867
9,1.26487,1630576289552,1630576288621,-3,1630576288618,934
10,1.26487,1630576289894,1630576288758,-3,1630576288755,1139
11,1.26487,1630576290491,1630576289631,-1,1630576289630,861
12,1.26487,1630576290811,1630576289844,-5,1630576289839,972
13,1.26487,1630576291679,1630576290666,-2,1630576290664,1015
14,1.26487,1630576292164,1630576290883,-3,1630576290880,1284
15,1.26487,1630576292661,1630576291591,-4,1630576291587,1074
16,1.26487,1630576293194,1630576291789,-2,1630576291787,1407
17,1.26487,1630576294862,1630576292521,-6,1630576292515,2347
18,1.26487,1630576295430,1630576292699,-5,1630576292694,2736
19,1.26487,1630576295903,1630576292796,-4,1630576292792,3111
20,1.26487,1630576296449,1630576293402,0,1630576293402,3047
21,1.26487,1630576297083,1630576293582,-2,1630576293580,3503
22,1.26487,1630576297609,1630576293864,-6,1630576293858,3751
23,1.26487,1630576298120,1630576294332,-4,1630576294328,3792
24,1.26487,1630576298794,1630576294498,-3,1630576294495,4299
25,1.26487,1630576299703,1630576295297,-4,1630576295293,4410
26,1.26487,1630576300362,1630576295510,-5,1630576295505,4857
27,1.26487,1630576301045,1630576296386,-1,1630576296385,4660
28,1.26487,1630576301669,1630576296580,-6,1630576296574,5095
29,1.26487,1630576302271,1630576297362,-3,1630576297359,4912
30,1.26487,1630576302929,1630576297630,-3,1630576297627,5302
31,1.26487,1630576304159,1630576298371,-5,1630576298366,5793
